customer_id,is_returning_customer
00a7d51fa6fe,1
00a8292b0aeb,0
00a838454419,0
00a8985e1e91,1
00a8b4176157,0
00a92760e689,0
00a92926d9cc,0
00a971c2c2d0,0
00a9c23335e3,0
00aa1a912120,0
00aa870338b4,0
00aa93984e77,1
00aaa83c6556,0
00aab44859ad,0
00ab1be2a038,1
00ab5ccb4a96,0
00ac2d5c6733,0
00ac7dedb506,0
00ad1affb8d6,1
00ad61247fc5,0
00ad7cdcb918,0
00ae2dbbd974,0
00aed557966c,0
00af1981fa81,0
00af3a960833,0
00af93d562a4,0
00b0080b2a8d,0
00b06a4baa3a,0
00b09b4edb36,0
00b0b749ea65,0
00b1325bc375,0
00b14b9ab2c3,0
00b197d5214e,0
00b1ca26c093,0
00b1d445b0ab,0
00b246f2ac51,0
00b316ce359e,0
00b3329381ff,0
00b387e4cf2a,0
00b390fb1fc9,1
00b3f59ecef6,0
00b41fa45b2b,0
00b4a09051bb,0
00b4a1acb929,0
00b4ba49ac4e,0
00b4e427bbe7,0
00b4e7c70a10,0
00b4f24687d1,1
00b502f2fb96,0
00b510790128,1
00b51f7c788e,0
00b55708c588,1
00b56aa6e90e,0
00b57fbae940,0
00b63a58ed95,0
00b64cb01cc4,1
00b65b733a43,0
00b67cee6b69,0
00b728340e08,0
00b80e3794df,1
00b842fcb135,1
00b84efa4ffc,0
00b860f94427,1
00b865f0a810,0
00b8d21bbcc1,0
00b97555e5c7,1
00b9ae6f1ec9,0
00b9b0c5ee52,1
00baa24bc00f,0
00bac9ef00c0,0
00bb7d3a9792,0
00bb82cdf05e,0
00bbd2440a6a,0
00bbd9438a7d,0
00bc1ca48b42,0
00bcbd1fce45,1
00bd21a76bf2,0
00bd3ec63466,0
00bd47da251b,0
00bd625863bf,0
00bd6f2f9d4e,0
00bda21ddbcc,0
00bddb188251,0
00bdf18f753f,0
00bf30e9c537,0
00bf5bcf1b1d,0
00bf89ca93bf,0
00c0d9c4fff5,1
00c13fc85918,0
00c18d1d2eb3,0
00c1a6db4269,0
00c1a9371880,0
00c1ae0d4af4,1
00c1de494624,0
00c1fd543700,0
00c20ab82744,1
00c2608ac5dd,0
00c2c6d4608f,1
00c2d2fbb682,0
00c2ff2afeda,0
00c319edb139,0
00c38a964acf,0
00c4315fdcf1,0
00c447e7edd5,0
00c46e5023ab,1
00c4bee41ff1,0
00c50bbde42c,0
00c51fdbafb9,0
00c572c4c0c9,0
00c5e0aa747d,0
00c60d24e7cf,0
00c623073278,0
00c659220282,0
00c676301345,0
00c6e9fe976e,0
00c74f6e95e4,0
00c766e3ca19,0
00c7752bb546,0
00c7fdf9e4c3,0
00c8213dbcbe,0
00c8b46a9ea5,1
00c8b6e2297f,0
00c8c84b381f,0
00c8d8ef23e6,0
00c8f8938454,0
00c8ffef90aa,0
00c9b1877c2f,0
00c9c435cd4a,1
00c9f4dc63e4,0
00c9fad30f5e,0
00ca0cdc455a,0
00ca561674aa,0
00cb5904c4e4,0
00cbaec2a5b2,0
00cbe75f4e5f,1
00cc32175b12,0
00cc4f5164d1,1
00ccc2371557,1
00ce7a15446a,0
00cf268f93f4,1
00cfbd861ab0,0
00cfc963361d,0
00d0306a09aa,1
00d04f4b80f8,0
00d08f97d1fb,1
00d0997e77e7,0
00d0a09c95d3,0
00d0a1f52fbf,0
00d0e4735ecd,1
00d14f738ae6,1
00d19feffc95,0
00d1b318dabd,0
00d1ffc46a21,0
00d2149ee76b,0
00d22084942c,0
00d22b2c7ee0,0
00d232d11595,0
00d269cbf60c,1
00d2ac747906,1
00d337260910,0
00d3663d24ec,0
00d376a0be78,0
00d37c667b1e,0
00d3f8a852bf,0
00d41498fe0d,0
00d44c82929a,0
00d48059971d,0
00d569de6f0f,0
00d58ebe870a,0
00d608890a9b,1
00d6286d3c0f,1
00d65c661b6c,0
00d671f82648,0
00d689596533,0
00d6999523a0,1
00d723d122ca,0
00d7487b5c7b,0
00d7503f5ccf,0
00d7dd062acb,0
00d83523c524,0
00d8558e3313,0
00d873bdfecf,0
00d8e4011500,0
00d904e34285,0
00d907fda2a6,1
00d9a1391b27,0
00d9b9e0e432,1
00d9e120087b,0
00d9e97b7db8,1
00da39de26c5,0
00dac1fc1e23,0
00daf6d85349,0
00db024b2828,1
00db045c86cd,1
00db0ef094d0,0
00dbdaf7415c,0
00dbfd3f838c,0
00dc1264c9b7,0
00dc2c92ad7f,0
00dc3eb8d39c,0
00dcbadef0ff,0
00dd2279a6e0,0
00dd325d9a13,0
00dd8179ec52,0
00de18101994,1
00de61307203,0
00dea4e7eda0,1
00dec48f6c17,0
00dec84e69a4,0
00df0656281b,0
00df3738252a,0
00df3e7ccaa4,0
00df618f3c7d,1
00df99f4f03d,0
00dff58426d9,0
00e0192b691e,0
00e0b5453166,0
00e11ebaa98b,1
00e12141dd7a,1
00e135a15e20,0
00e172e3e541,0
00e189b295f4,1
00e1a44959a0,1
00e1b8e13988,0
00e1d4e6c9a2,0
00e1d6f60163,0
00e2f4dbb080,0
00e369dda3b7,0
00e3ccac35e9,0
00e3df45c227,0
00e5144f44db,0
00e5a042ffb8,0
00e5b7b1fa2a,1
00e633a602bc,0
00e64cd41e41,0
00e6e4400599,0
00e6e80e22a2,0
00e735177982,0
00e7594709fb,0
00e7ac3f1fd8,1
00e7e4c35f97,0
00e7e6ee8c3a,0
00e829857343,0
00e83c5c12c5,0
00e84889819f,0
00e8575f28ad,0
00e90f13471c,0
00e97bfe2d85,0
00e99fa9c0d4,0
00e9a1d8070e,0
00ea9d3348dc,1
00eb33231bca,1
00ec4d7aeb99,0
00ec52dd794c,0
00ec5f123e36,0
00ecaba51489,0
00ece688ad9b,1
00ecea4da935,0
00ed24d68c32,0
00eda2060b05,1
00edb5904e7c,0
00edc351a564,0
00ee3d663891,0
00eea9c65c29,0
00ef8ac93e82,0
00efda6e39da,0
00efe46e7056,0
00f032f4e840,0
00f0730d5c25,0
00f0a8936088,0
00f0df2f60c8,0
00f1352b4f43,0
00f16a169128,0
00f173513010,0
00f1924bc0f2,1
00f1f1f0d7ad,0
00f287769b61,0
00f28e2f7ef2,0
00f2b54a4bfb,1
00f2ff5cd1df,0
00f329489630,0
00f35cbabbc8,0
00f3bc935f02,0
00f445e5a0c8,0
00f44c671683,0
00f4679eaca5,0
00f4ae73794a,1
00f4d17cf46d,0
00f558a58c99,0
00f5693dba2d,0
00f5995d45c3,1
00f5ad6c9dbf,0
00f5b834af68,0
00f603a0a355,1
00f682edfd86,0
00f68c9a817e,1
00f6bae6b089,0
00f74d325967,0
00f7b9312402,0
00f7f3be9048,0
00f81c54dcc4,1
00f8385548a3,0
00f83f0350a6,0
00f850062ae0,0
00f8536090e7,0
00f86ce59a65,1
00f969186b63,0
00f9807b787d,0
00f9d8c6f786,0
00f9d92146e6,1
00fa035a1946,1
00faab8568b4,0
00fac3ecc3dd,0
00fadebb0e84,0
00fb2d66a474,0
00fb366faefc,0
00fb7c5e4606,0
00fb7ceacb89,0
00fbea2a0d78,0
00fc5e436a0e,1
00fd0f38a21f,0
00fd417e7a0f,0
00fdca7734fa,0
00fe4618e7d9,0
00fe48856c07,1
00fe497c3b16,0
00fe559290de,0
00fe75c141a2,0
00fe7e935160,0
00fee6be4188,0
00fefababef3,0
00ff160a1ff4,0
00ff1be8d368,0
00ff2825b039,0
00ffacd4c364,0
00ffc1bad836,1
0100a0aa5bdd,0
0100ce6f9e05,1
0100e737a285,1
010142c91665,0
01015393cfb2,0
01016cdcd356,1
0101817630a7,0
01019be54d8f,0
0101b48a2c92,0
0101ca3d7540,0
0101cd145b49,0
010229f9a66e,1
01024bf82189,0
0103105e9a0a,1
01032460a428,0
01037bb6c60a,0
0103a418efdf,1
0104198a9fa9,1
01042710058d,0
01042bcd4c32,0
010479122f14,0
01048fa00bcd,0
010492e2b403,0
0104fccd370f,0
010529ae4e35,1
010551e2bf89,0
010609425766,0
01061ca5adf1,0
01063fbbf4c5,1
0106cc48fa7e,1
0107123917ce,1
01077d3a756b,1
01079ed64d36,0
010819fe80ba,0
010860907f38,0
010889364d4e,0
01088d509a57,0
0108c5df94f1,1
0108dfc9b8cb,0
010925bd0f3e,0
0109628c98bd,0
010a2e8aaa0d,0
010a5816bad3,0
010a7ac13c41,1
010ade12a479,0
010b9b52bd61,1
010bad70c0a6,0
010c7d634bc7,1
010d4a341bce,0
010d8ead8005,0
010daedf2101,0
010de30d9567,0
010e39577ac5,0
010e77b8da9d,1
010f8ae3f04d,0
010ff875cb43,1
01101f50495e,1
0110397ee6d0,0
0110938c4e6c,0
0110987cfbfa,0
01111d4f0bfc,0
01114590a547,0
0111ffc1e4b5,1
0112192c5379,0
011227aba460,0
0112e588261f,0
01134889d3aa,0
011349b95b3f,0
0113b03e5945,0
011402e1f6e7,0
01142ba98bdd,0
01144cf83a6f,0
0114f687fbe7,0
01155161ac3b,1
011580005131,0
01159be64f85,0
01159cafc625,0
0115c22bd0e8,1
01163fb74b57,0
011643503f01,0
011653167e1b,0
01165a806469,0
011674fd67dc,0
0116f21da862,0
011775754397,1
011781669e95,1
0117c8859c94,0
0117efa1b29e,1
0117f03b9121,0
01182b6f1898,0
0118c80d99e9,0
011935f42301,0
01197955c5f7,0
0119a04f8f41,1
0119cde480b1,0
011a3d03e565,0
011a5918ad2b,0
011a96e0832e,0
011ae1d2acb2,0
011aedf8804e,0
011af6a7ce75,0
011b723ee90d,0
011c35aef22f,0
011c5a7b4bda,0
011d0ca56251,1
011d8ac34e92,0
011d92a58251,0
011e569fdb8f,0
011e7046788b,0
011e8e1f37e4,0
011eb7e2526d,0
011f0eab1ee5,0
011f3dfd7423,0
011f4ac90d9b,0
012040f621cb,0
012091658e72,0
01209eedbe8a,0
0120ade60fd6,0
0121190fa457,0
01213c31e7da,0
012162e43b71,0
012171da34b1,0
012181d8444c,1
0121f1b6ea8d,0
01227d0f77e3,0
0122d2066652,0
0122d475b80c,0
0122d755bc24,0
01232ca1967f,0
0123c985b08c,0
0123e006b064,0
012449297f05,0
01249e27120c,1
0124ad86d420,0
01254f165d46,0
01256b662533,0
01257261b8c8,1
0125b76a5e7a,0
0125c9c7c613,1
0125ec47806b,0
0125ece1e301,0
012665eea0a1,1
01270587fb38,0
0127187f9835,0
01272a7c201f,0
01274a9af5d0,0
0127610712b4,1
0127b7e714db,0
012828b706b1,0
012840decc34,1
01285a668e4a,1
01289fbf643d,0
0128a3ccd635,1
0128a3ef0a08,0
0128be4ef14e,0
0128df3ecbfe,0
01298815142d,0
01298aa615ee,0
01299f16567f,0
0129cdd0d994,1
0129ee567e37,0
012a1f128c97,0
012a75c592f6,0
012ac3766bf5,0
012ac7e5210e,0
012b6f19687c,0
012bc893947b,0
012c4814fb47,0
012c53576310,0
012c6cf4e9f9,0
012cb01d1f90,0
012cb7512bb8,0
012d02f076c9,1
012d24b49404,1
012d56916c36,1
012d982087d2,0
012dabf60310,0
012dbb246a00,0
012dbbd5b06a,0
012df48dfda4,1
012e0a45559b,0
012e17e351ec,0
012e683924f3,1
012e8f54c326,0
012ef43c3901,1
012ef90f131b,0
012f71b0920e,1
013024315fb8,0
01306b14581e,0
013124486f4d,1
0131804a3e1b,0
01319f2ac30d,0
0131d28b8760,0
0131dac96790,0
0132708ef533,0
0132c7cb877b,0
0132d2b7563c,1
0133083be89e,0
01333affb892,0
01337b38d383,0
0133bed4cecd,1
01343671e6bc,0
013455103795,0
013490b85321,0
0134e54f8c2d,1
0134ee9a384c,0
01351eb33a4b,1
01352d0ef519,0
0135c642d197,0
0135c7fc1af3,1
0136540b467d,0
01366886dab3,1
013668db0174,1
013733f1caca,0
013792097ea2,0
0137ab3b725e,0
0137d2352c60,0
0137ff5c3af7,0
01380725a16a,0
01381100b0b9,0
01384cde3c6f,1
0138c49677c0,0
0139c81c10f5,1
013a0439899d,0
013a81a8b651,0
013b399a7673,0
013b46413807,1
013ba4822cb9,0
013ba7d01306,0
013d927f21a7,0
013d9382f345,0
013dbf0a120e,0
013e1f7d1153,1
013e465e5b09,0
013e51db6b11,1
013f3ffd54aa,0
013f48cc52a9,0
013f646c3e4d,1
013f95b1b37c,0
013fea69c0fb,0
0140048414ae,0
0140a28ceea0,0
0140a95d679d,0
0140e0c5d6c1,0
0140fa2d796d,0
0141061aad67,1
01422239ebf9,0
01429ba9df49,0
01429f9bc8c0,1
0142d244da43,0
01435d9ed36f,0
014374678f96,0
0144191fd2c4,1
0144598f8a64,0
0145172a48a0,0
014526abafa1,1
01458c8e63c4,0
01459b5c01ad,0
01476b72cfa9,1
01476c001a0d,0
0147a96326f6,0
014807024d69,0
01494ffb88f2,0
014982bba4a5,1
0149d4475bc4,0
0149e5c79ee2,1
014a9092eef5,0
014ae1d5e7de,0
014aee221abe,0
014af8e594c8,0
014bf8dd6aa7,0
014c0290383e,1
014c0ed0bfc2,0
014c2471474a,0
014c2a9e74fe,1
014caf0e0130,0
014d27d367cc,0
014e32e70f6c,0
014e888bcb6e,1
014ec3770cdd,0
014ee4023268,1
014f430a0bbb,0
014f969ce449,0
014fca95e090,0
014fd0b472f5,0
014fd12c815f,1
01501e5d722b,0
015082d35378,0
0150a6d6f552,1
015139fbdd2d,0
015192e28d41,0
0151d5b69d87,1
015209ae4e46,0
01529ae47bb2,0
0152bfffb300,0
015316683352,0
01534ab50682,0
015357073af3,1
0153783c05de,0
0154495a82d2,0
015458ed0d77,0
0154eaa28ab7,1
0154faa67406,0
015527229254,0
01555725a499,0
01559fd34266,0
0155b1393508,0
015630b49338,0
0156ae13160b,0
0156cea94b98,1
0156edecee84,0
01577b33c2a5,0
0157ae845e3e,0
0158086f1771,0
015822f359c9,0
0158305753b5,0
0158461ca162,1
015862d1ba10,0
015870a1054e,1
015957abd2df,0
01598b2cbf57,1
015a2ba04d1a,0
015a796d52a1,0
015ae34cb300,0
015b7318204f,0
015c6bb11947,0
015c82ab4c28,0
015cc904199c,0
015d4faf5ead,0
015d68781985,0
015e05ae0e65,1
015e55bbc7c1,0
015e9e3690aa,0
015f00fcf7bf,0
015f09f79b58,0
015f116caa27,0
015f2f72bfbc,0
015f6b52def1,0
015fac8881ed,0
015fb83198e1,1
016039a123a8,0
016058c2b0ee,1
0160a639ba87,0
0160bcfd7e01,1
0160d0e8e920,1
0160f659d941,1
01611eabd716,0
01615dc3bb98,0
0161b657f91f,0
0161f84e4c34,0
0162015b7721,0
01637b861184,0
0163b9f3e072,0
0163c26d9bd3,1
0163d75f2a99,0
0163f04ed99a,1
0163feff3f8f,0
0164637abbc4,0
0164cb171923,0
016502f5fb84,0
0165a055ccbb,0
0165ccf1e502,1
0165d8129766,0
0166166718be,0
0166a6ba362c,0
0166c04ff7cb,1
0166ffe9fd1f,0
01671d81fd44,1
016731d9ecc3,0
01679f67325a,0
0167ab8041bf,0
0167d0c44d65,0
016852b80d5a,0
0168c5263d19,0
01690259f849,0
016a23aa5aaf,0
016a32dad76d,0
016a94ed4e4d,0
016ad17f8de3,0
016bab9c0b39,0
016bd550c03e,0
016c50793acc,0
016cc7c7fb54,0
016d1e6e1855,0
016d7cb9da39,0
016d969df0b5,0
